transactionID,accountID,type,operation,amount,balance,bank,date
2501889,A00008260,Credit,Collection from Another Bank,37435,74743.2,MN,1/8/1994
294493,A00001006,Credit,Collection from Another Bank,3737,26786.7,WX,1/8/1994
294709,A00001006,Debit,Remittance to Another Bank,60,26726.7,EF,1/8/1994
684511,A00002336,Debit,Cash Withdrawal,2900,18603,,1/8/1994
257022,A00000882,Debit,Cash Withdrawal,2160,23628.6,,1/8/1994
258824,A00000886,Debit,Cash Withdrawal,500,37442.5,,1/8/1994
258250,A00000885,Debit,Remittance to Another Bank,872,65403.9,GH,1/8/1994
256934,A00000882,Debit,Remittance to Another Bank,3306,25788.6,CD,1/8/1994
264081,A00000902,Debit,Cash Withdrawal,600,37313.4,,1/8/1994
1101136,A00003760,Credit,Credit in Cash,4200,26118.4,,1/8/1994
1105958,A00003778,Debit,Cash Withdrawal,1920,66183.1,,1/8/1994
1104925,A00003775,Debit,Cash Withdrawal,2320,23267.1,,1/8/1994
834913,A00002841,Debit,Cash Withdrawal,1320,27841,,1/8/1994
689912,A00002357,Debit,Remittance to Another Bank,3869,18854,KL,1/8/1994
725836,A00002484,Debit,Remittance to Another Bank,2343,28237.9,OP,1/8/1994
727573,A00002488,Credit,Collection from Another Bank,3046,18424.2,AB,1/8/1994
726135,A00002484,Debit,Cash Withdrawal,1200,30580.9,,1/8/1994
809254,A00002758,Debit,Cash Withdrawal,3360,17104.9,,1/8/1994
566756,A00001930,Debit,Remittance to Another Bank,3223,20782.1,ST,1/8/1994
594393,A00002023,Debit,Cash Withdrawal,3000,31120,,1/8/1994
594171,A00002023,Debit,Remittance to Another Bank,4208,34120,YZ,1/8/1994
1602672,A00005442,Debit,Remittance to Another Bank,8110,14189.4,EF,1/8/1994
1596672,A00005423,Debit,Remittance to Another Bank,4068,10936.7,AB,1/8/1994
1602744,A00005442,Debit,Remittance to Another Bank,2070,12119.4,MN,1/8/1994
2439228,A00008041,Debit,Cash Withdrawal,3000,28139,,1/8/1994
855536,A00002915,Debit,Cash Withdrawal,4200,28376.1,,1/8/1994
989804,A00003374,Debit,Cash Withdrawal,6100,16289.9,,1/8/1994
994093,A00003391,Debit,Remittance to Another Bank,6082,29260,WX,1/8/1994
1208627,A00004134,Debit,Cash Withdrawal,22893,30436.5,,1/8/1994
1215068,A00004159,Debit,Cash Withdrawal,1000,28207.5,,1/8/1994
1215070,A00004159,Debit,Cash Withdrawal,600,29207.5,,1/8/1994
820170,A00002793,Credit,Collection from Another Bank,3452,11156,CD,1/8/1994
424735,A00001442,Debit,Cash Withdrawal,2400,49224.8,,1/8/1994
427115,A00001451,Debit,Remittance to Another Bank,3734,19494.1,UV,1/8/1994
426353,A00001449,Credit,Credit in Cash,4711,33685.3,,1/8/1994
484884,A00001652,Debit,Remittance to Another Bank,3422,19881.4,WX,1/8/1994
486482,A00001658,Debit,Cash Withdrawal,810,17541.6,,1/8/1994
486481,A00001658,Debit,Cash Withdrawal,870,16671.6,,1/8/1994
557988,A00001898,Debit,Cash Withdrawal,5100,42981.9,,1/8/1994
814069,A00002771,Debit,Cash Withdrawal,4680,59998.5,,1/8/1994
382538,A00001299,Debit,Remittance to Another Bank,2291,24745.5,GH,1/8/1994
381814,A00001297,Debit,Remittance to Another Bank,3311,58727.5,UV,1/8/1994
382394,A00001299,Credit,Collection from Another Bank,3913,27353.5,CD,1/8/1994
382466,A00001299,Debit,Remittance to Another Bank,317,27036.5,CD,1/8/1994
378664,A00001288,Credit,Collection from Another Bank,6059,12718,KL,1/8/1994
388787,A00001322,Debit,Remittance to Another Bank,1485,19365.1,ST,1/8/1994
1029065,A00003514,Debit,Remittance to Another Bank,2266,17860.2,QR,1/8/1994
1029152,A00003514,Debit,Cash Withdrawal,180,20126.2,,1/8/1994
1084566,A00003704,Debit,Cash Withdrawal,2320,26732.7,,1/8/1994
1291759,A00004414,Debit,Cash Withdrawal,10800,31858.1,,1/8/1994
167150,A00000559,Debit,Cash Withdrawal,1280,22315.1,,1/8/1994
207510,A00000704,Debit,Cash Withdrawal,840,36251.3,,1/8/1994
374602,A00001276,Credit,Credit in Cash,6774,33114,,1/8/1994
377429,A00001285,Debit,Cash Withdrawal,2800,41509.9,,1/8/1994
374674,A00001276,Debit,Remittance to Another Bank,3839,29275,OP,1/8/1994
156533,A00000523,Debit,Cash Withdrawal,4200,30249.2,,1/8/1994
161445,A00000541,Credit,Credit in Cash,20106,65381.3,,1/8/1994
165977,A00000555,Debit,Remittance to Another Bank,479,36228.9,YZ,1/8/1994
165905,A00000555,Debit,Remittance to Another Bank,7218,36707.9,ST,1/8/1994
997818,A00003407,Debit,Cash Withdrawal,13200,12060.6,,1/8/1994
999674,A00003413,Debit,Remittance to Another Bank,247,30568.4,WX,1/8/1994
2648420,A00008759,Credit,Credit in Cash,38072,118218.5,,1/8/1994
2648749,A00008759,Debit,Cash Withdrawal,24200,94018.5,,1/8/1994
3039515,A00010079,Credit,Credit in Cash,6338,51199.2,,1/8/1994
1095439,A00003745,Debit,Remittance to Another Bank,11469,51501.9,ST,1/8/1994
2135560,A00007231,Debit,Cash Withdrawal,26900,54119.1,,1/8/1994
2256385,A00007445,Debit,Cash Withdrawal,7500,17075.6,,1/8/1994
2256315,A00007445,Debit,Cash Withdrawal,7350,24575.6,,1/8/1994
2256390,A00007445,Debit,Cash Withdrawal,4800,12275.6,,1/8/1994
2258783,A00007454,Credit,Credit in Cash,4166,21148.3,,1/8/1994
71766,A00000239,Debit,Remittance to Another Bank,1042,21881.9,CD,1/8/1994
57518,A00000192,Debit,Remittance to Another Bank,3583,24424.3,IJ,1/8/1994
56394,A00000188,Debit,Cash Withdrawal,1080,22803,,1/8/1994
113007,A00000381,Credit,Credit in Cash,8209,27948.6,,1/8/1994
108940,A00000368,Debit,Cash Withdrawal,2400,24443.1,,1/8/1994
108975,A00000368,Debit,Cash Withdrawal,3100,26843.1,,1/8/1994
62424,A00000207,Debit,Remittance to Another Bank,2726,27077.4,AB,1/8/1994
66798,A00000222,Debit,Cash Withdrawal,8100,31369.8,,1/8/1994
66011,A00000220,Credit,Collection from Another Bank,5271,28009.3,IJ,1/8/1994
66150,A00000220,Debit,Cash Withdrawal,2400,25609.3,,1/8/1994
523279,A00001786,Debit,Remittance to Another Bank,8818,26500.1,QR,1/8/1994
523368,A00001786,Debit,Cash Withdrawal,1320,25180.1,,1/8/1994
581784,A00001979,Debit,Remittance to Another Bank,2014,16607.2,UV,1/8/1994
677228,A00002313,Debit,Cash Withdrawal,3800,26185.4,,1/8/1994
679963,A00002321,Debit,Cash Withdrawal,15100,39198,,1/8/1994
470729,A00001603,Debit,Remittance to Another Bank,2359,24675,WX,1/8/1994
495026,A00001688,Debit,Remittance to Another Bank,2249,25964.3,OP,1/8/1994
766574,A00002618,Credit,Collection from Another Bank,6559,26854.2,GH,1/8/1994
771192,A00002632,Debit,Remittance to Another Bank,41,36371.3,IJ,1/8/1994
876234,A00002985,Debit,Cash Withdrawal,1040,23619.3,,1/8/1994
621990,A00002122,Debit,Cash Withdrawal,5700,47309,,1/8/1994
621991,A00002122,Debit,Cash Withdrawal,7200,40109,,1/8/1994
660919,A00002256,Debit,Remittance to Another Bank,3152,13500.6,UV,1/8/1994
1855460,A00006281,Debit,Cash Withdrawal,7500,27972.1,,1/8/1994
1897401,A00006425,Debit,Cash Withdrawal,4800,31618.6,,1/8/1994
1855317,A00006281,Credit,Collection from Another Bank,10707,35472.1,AB,1/8/1994
2382599,A00007857,Debit,Cash Withdrawal,5600,14016.4,,1/8/1994
2382936,A00007857,Debit,Cash Withdrawal,7200,19616.4,,1/8/1994
901464,A00003072,Debit,Remittance to Another Bank,5268,58960.5,WX,1/8/1994
905250,A00003086,Credit,Credit in Cash,21078,60539.5,,1/8/1994
940350,A00003210,Debit,Remittance to Another Bank,7388,62209.8,WX,1/8/1994
1535119,A00005228,Debit,Cash Withdrawal,5400,63704,,1/8/1994
1531140,A00005215,Debit,Remittance to Another Bank,5315,26976.9,QR,1/8/1994
1501602,A00005120,Credit,Credit in Cash,32451,119934.1,,1/8/1994
1502008,A00005120,Debit,Cash Withdrawal,28100,91834.1,,1/8/1994
1531212,A00005215,Debit,Remittance to Another Bank,372,32291.9,KL,1/8/1994
18476,A00000062,Debit,Remittance to Another Bank,2273,25937.4,EF,1/8/1994
18550,A00000062,Debit,Cash Withdrawal,1280,28210.4,,1/8/1994
6968,A00000027,Credit,Credit in Cash,8627,38123,,1/8/1994
10384,A00000035,Debit,Cash Withdrawal,1120,24476.6,,1/8/1994
480371,A00001637,Debit,Remittance to Another Bank,2569,23301.3,GH,1/8/1994
610244,A00002078,Credit,Credit in Cash,14633,49686.8,,1/8/1994
882374,A00003007,Credit,Credit in Cash,22452,58569.7,,1/8/1994
447003,A00001518,Debit,Cash Withdrawal,2700,55909.5,,1/8/1994
444639,A00001512,Credit,Credit in Cash,900,900,,1/8/1994
1083181,A00003699,Debit,Cash Withdrawal,1080,58624,,1/8/1994
1082537,A00003697,Debit,Remittance to Another Bank,5632,41645.7,KL,1/8/1994
1082393,A00003697,Credit,Credit in Cash,13067,47277.7,,1/8/1994
1143075,A00003909,Debit,Cash Withdrawal,1900,58502.9,,1/8/1994
1701407,A00005767,Debit,Cash Withdrawal,1920,20285.3,,1/8/1994
250474,A00000860,Debit,Cash Withdrawal,960,17438,,1/8/1994
248285,A00000854,Credit,Credit in Cash,10405,41445.1,,1/8/1994
275688,A00000944,Credit,Credit in Cash,16927,52709,,1/8/1994
307242,A00001048,Credit,Collection from Another Bank,5993,25165.6,UV,1/8/1994
440443,A00001497,Credit,Credit in Cash,8587,25164.7,,1/8/1994
226811,A00000772,Debit,Remittance to Another Bank,660,41860.8,YZ,1/8/1994
234579,A00000799,Credit,Credit in Cash,700,21000,,1/8/1994
232269,A00000790,Debit,Cash Withdrawal,6900,12666.9,,1/8/1994
233263,A00000793,Debit,Cash Withdrawal,330,22685.5,,1/8/1994
1046820,A00003580,Debit,Remittance to Another Bank,3430,36289.2,EF,1/8/1994
1048381,A00003586,Credit,Credit in Cash,12951,49230.9,,1/8/1994
1163176,A00003982,Credit,Collection from Another Bank,3230,16851.9,GH,1/8/1994
1162557,A00003980,Debit,Cash Withdrawal,960,25972,,1/8/1994
1163248,A00003982,Debit,Remittance to Another Bank,2153,14698.9,OP,1/8/1994
363661,A00001236,Debit,Cash Withdrawal,1150,29780.6,,1/8/1994
403228,A00001373,Debit,Remittance to Another Bank,1628,13190,MN,1/8/1994
717841,A00002458,Debit,Cash Withdrawal,4200,33694.2,,1/8/1994
717696,A00002458,Debit,Cash Withdrawal,6300,37894.2,,1/8/1994
284441,A00000977,Debit,Cash Withdrawal,1200,26418.6,,1/8/1994
289205,A00000991,Debit,Cash Withdrawal,3360,47674.4,,1/8/1994
1097648,A00003751,Credit,Credit in Cash,19969,66004.3,,1/8/1994
723236,A00002476,Credit,Collection from Another Bank,4281,5181,MN,1/8/1994
757575,A00002584,Debit,Remittance to Another Bank,994,21222.3,OP,1/8/1994
756661,A00002582,Credit,Credit in Cash,21884,61873,,1/8/1994
756379,A00002581,Debit,Cash Withdrawal,1320,30687.4,,1/8/1994
756292,A00002581,Debit,Remittance to Another Bank,4769,25918.4,OP,1/8/1994
757731,A00002584,Debit,Cash Withdrawal,1360,19862.3,,1/8/1994
590919,A00002011,Debit,Remittance to Another Bank,1726,13963.7,YZ,1/8/1994
622872,A00002124,Debit,Cash Withdrawal,1440,29933.2,,1/8/1994
1548965,A00005270,Debit,Cash Withdrawal,5400,28226,,1/8/1994
1549112,A00005270,Credit,Credit in Cash,1700,33626,,1/8/1994
2776025,A00009188,Debit,Cash Withdrawal,4800,26447,,1/8/1994
888998,A00003032,Debit,Cash Withdrawal,1360,26014.3,,1/8/1994
893797,A00003047,Debit,Cash Withdrawal,2820,18548.4,,1/8/1994
893730,A00003047,Debit,Remittance to Another Bank,2316,16232.4,IJ,1/8/1994
888994,A00003032,Debit,Cash Withdrawal,1120,24894.3,,1/8/1994
926368,A00003157,Debit,Cash Withdrawal,800,24793.9,,1/8/1994
1017467,A00003477,Credit,Collection from Another Bank,3199,16695,UV,1/8/1994
1014937,A00003469,Debit,Cash Withdrawal,4450,18096.9,,1/8/1994
1296247,A00004427,Debit,Remittance to Another Bank,5005,21225,KL,1/8/1994
1302378,A00004448,Debit,Cash Withdrawal,4000,34869.2,,1/8/1994
505469,A00001726,Debit,Remittance to Another Bank,74,31553.5,EF,1/8/1994
586739,A00001998,Credit,Credit in Cash,23468,74233.7,,1/8/1994
586864,A00001998,Debit,Cash Withdrawal,2880,71353.7,,1/8/1994
588345,A00002002,Debit,Cash Withdrawal,2320,23808.1,,1/8/1994
588349,A00002002,Debit,Cash Withdrawal,1440,22368.1,,1/8/1994
588267,A00002002,Debit,Remittance to Another Bank,3688,26128.1,EF,1/8/1994
846178,A00002881,Debit,Cash Withdrawal,720,17430.7,,1/8/1994
846176,A00002881,Debit,Cash Withdrawal,1680,18150.7,,1/8/1994
417519,A00001416,Debit,Cash Withdrawal,3300,53847.9,,1/8/1994
419290,A00001422,Credit,Collection from Another Bank,5842,28373.5,KL,1/8/1994
417660,A00001416,Debit,Cash Withdrawal,16000,37847.9,,1/8/1994
1055418,A00003609,Debit,Cash Withdrawal,840,46343.4,,1/8/1994
1115218,A00003808,Debit,Cash Withdrawal,13800,43329.3,,1/8/1994
1470705,A00005011,Debit,Cash Withdrawal,1500,47322.2,,1/8/1994
205128,A00000697,Debit,Cash Withdrawal,2520,35967.9,,1/8/1994
251430,A00000862,Debit,Cash Withdrawal,3600,84404.2,,1/8/1994
251318,A00000862,Debit,Remittance to Another Bank,3122,81282.2,AB,1/8/1994
252873,A00000866,Debit,Remittance to Another Bank,504,31953.4,CD,1/8/1994
251246,A00000862,Credit,Collection from Another Bank,44333,88004.2,YZ,1/8/1994
252042,A00000863,Debit,Cash Withdrawal,6300,66589.2,,1/8/1994
252729,A00000866,Debit,Remittance to Another Bank,465,31488.4,YZ,1/8/1994
282400,A00000969,Credit,Credit in Cash,200,200,,1/8/1994
281403,A00000965,Credit,Credit in Cash,4280,31742.5,,1/8/1994
190809,A00000648,Debit,Cash Withdrawal,10500,35527.3,,1/8/1994
194020,A00000657,Debit,Cash Withdrawal,720,22465.2,,1/8/1994
201790,A00000686,Credit,Credit in Cash,10533,41568.5,,1/8/1994
2968826,A00009833,Credit,Collection from Another Bank,48816,76423.7,YZ,1/8/1994
2969173,A00009833,Debit,Cash Withdrawal,3300,73123.7,,1/8/1994
3402909,A00011295,Debit,Cash Withdrawal,2520,44060,,1/8/1994
3402677,A00011295,Credit,Credit in Cash,18347,46580,,1/8/1994
3353185,A00011135,Debit,Cash Withdrawal,12600,39646,,1/8/1994
3352825,A00011135,Credit,Credit in Cash,15469,52246,,1/8/1994
957418,A00003261,Debit,Cash Withdrawal,840,34531.6,,1/8/1994
957202,A00003261,Credit,Credit in Cash,8766,35371.6,,1/8/1994
958913,A00003267,Debit,Cash Withdrawal,960,29234.7,,1/8/1994
956780,A00003260,Debit,Remittance to Another Bank,40,37094.5,MN,1/8/1994
97611,A00000334,Debit,Remittance to Another Bank,2374,31379.9,IJ,1/8/1994
95988,A00000327,Debit,Cash Withdrawal,700,35525.7,,1/8/1994
101553,A00000346,Debit,Cash Withdrawal,2880,33398.6,,1/8/1994
105217,A00000358,Credit,Credit in Cash,9600,13309.4,,1/8/1994
185204,A00000628,Credit,Credit in Cash,4543,5243,,1/8/1994
184920,A00000627,Debit,Cash Withdrawal,1900,38754.9,,1/8/1994
184260,A00000626,Credit,Credit in Cash,5459,20088.7,,1/8/1994
88615,A00000299,Credit,Credit in Cash,30805,52911.5,,1/8/1994
89153,A00000300,Debit,Cash Withdrawal,640,29047.6,,1/8/1994
88995,A00000300,Credit,Collection from Another Bank,6892,29687.6,YZ,1/8/1994
932617,A00003181,Debit,Cash Withdrawal,500,25426.8,,1/8/1994
929621,A00003168,Credit,Collection from Another Bank,6303,32170,AB,1/8/1994
932612,A00003181,Debit,Cash Withdrawal,400,25926.8,,1/8/1994
608740,A00002072,Credit,Credit in Cash,24225,66787.4,,1/8/1994
712019,A00002434,Debit,Cash Withdrawal,1680,13603.8,,1/8/1994
710290,A00002429,Debit,Cash Withdrawal,5280,41359.7,,1/8/1994
2579235,A00008519,Debit,Cash Withdrawal,5400,34417.1,,1/8/1994
489463,A00001671,Credit,Collection from Another Bank,6567,35696.9,YZ,1/8/1994
730647,A00002497,Debit,Cash Withdrawal,1560,21425.9,,1/9/1994
1044240,A00003571,Credit,Credit in Cash,5169,21446.5,,1/9/1994
655357,A00002241,Debit,Remittance to Another Bank,6545,32291.4,KL,1/9/1994
696070,A00002379,Debit,Cash Withdrawal,5520,14182.3,,1/9/1994
695805,A00002379,Debit,Remittance to Another Bank,3190,19702.3,AB,1/9/1994
2356922,A00007774,Debit,Cash Withdrawal,19482,55763.5,,1/9/1994
2699880,A00008934,Debit,Cash Withdrawal,1800,35666.7,,1/9/1994
2715692,A00008982,Debit,Cash Withdrawal,6700,26012.1,,1/9/1994
920387,A00003136,Debit,Remittance to Another Bank,3489,43643.5,UV,1/9/1994
963663,A00003284,Debit,Remittance to Another Bank,4872,17134.3,MN,1/9/1994
1068156,A00003649,Debit,Cash Withdrawal,3700,28838.2,,1/9/1994
1066369,A00003644,Debit,Remittance to Another Bank,2304,18739.2,IJ,1/9/1994
1068023,A00003649,Debit,Cash Withdrawal,1560,27278.2,,1/9/1994
1730630,A00005868,Debit,Cash Withdrawal,8700,15631.7,,1/9/1994
1736758,A00005891,Debit,Cash Withdrawal,5180,28832.9,,1/9/1994
48396,A00000162,Debit,Remittance to Another Bank,3458,22682,GH,1/9/1994
44300,A00000148,Debit,Remittance to Another Bank,1736,16439.4,QR,1/9/1994
51534,A00000173,Credit,Credit in Cash,17313,41502.5,,1/9/1994
53874,A00000180,Credit,Collection from Another Bank,23261,24061,OP,1/9/1994
49411,A00000165,Debit,Cash Withdrawal,960,23051.1,,1/9/1994
32372,A00000104,Debit,Remittance to Another Bank,1464,16184.4,ST,1/9/1994
36930,A00000119,Debit,Cash Withdrawal,700,40695.6,,1/9/1994
36418,A00000117,Debit,Cash Withdrawal,1360,23847.6,,1/9/1994
36330,A00000117,Debit,Remittance to Another Bank,2329,21518.6,CD,1/9/1994
36419,A00000117,Debit,Cash Withdrawal,1680,19838.6,,1/9/1994
894801,A00003050,Debit,Remittance to Another Bank,41,64981.8,CD,1/9/1994
898973,A00003064,Debit,Cash Withdrawal,1700,20992.2,,1/9/1994
555596,A00001891,Debit,Cash Withdrawal,660,25175.3,,1/9/1994
555894,A00001892,Credit,Collection from Another Bank,4622,21707.3,KL,1/9/1994
556033,A00001892,Debit,Cash Withdrawal,3700,18007.3,,1/9/1994
641077,A00002189,Debit,Remittance to Another Bank,1449,42126.2,UV,1/9/1994
644114,A00002199,Debit,Cash Withdrawal,810,21146.4,,1/9/1994
1784584,A00006051,Debit,Cash Withdrawal,960,25613.5,,1/9/1994
1781670,A00006040,Debit,Cash Withdrawal,1300,33233.5,,1/9/1994
1781669,A00006040,Debit,Cash Withdrawal,1800,29433.5,,1/9/1994
1781672,A00006040,Debit,Cash Withdrawal,2000,31233.5,,1/9/1994
451110,A00001534,Debit,Remittance to Another Bank,2155,33352,ST,1/9/1994
454351,A00001544,Debit,Remittance to Another Bank,9526,40440.5,IJ,1/9/1994
1110634,A00003792,Debit,Remittance to Another Bank,3518,17035.2,OP,1/9/1994
1110711,A00003792,Debit,Cash Withdrawal,2320,20553.2,,1/9/1994
2103039,A00007123,Debit,Cash Withdrawal,29400,58005.1,,1/9/1994
269897,A00000925,Debit,Remittance to Another Bank,5395,53814.1,AB,1/9/1994
269825,A00000925,Credit,Credit in Cash,18500,59209.1,,1/9/1994
298991,A00001019,Credit,Credit in Cash,19746,35362.3,,1/9/1994
332899,A00001133,Credit,Collection from Another Bank,4498,14433,CD,1/9/1994
333538,A00001134,Debit,Cash Withdrawal,1000,29761.9,,1/9/1994
336800,A00001144,Debit,Cash Withdrawal,660,15470.1,,1/9/1994
337095,A00001145,Debit,Remittance to Another Bank,478,11704.8,IJ,1/9/1994
649364,A00002219,Debit,Cash Withdrawal,7200,6934.2,,1/9/1994
1075801,A00003675,Debit,Cash Withdrawal,7800,79369.1,,1/9/1994
1076509,A00003678,Credit,Credit in Cash,8901,15671.6,,1/9/1994
1076738,A00003678,Debit,Cash Withdrawal,2640,13031.6,,1/9/1994
1075598,A00003675,Credit,Collection from Another Bank,46099,87169.1,QR,1/9/1994
1076739,A00003678,Debit,Cash Withdrawal,1680,11351.6,,1/9/1994
1075781,A00003675,Debit,Cash Withdrawal,9000,70369.1,,1/9/1994
1003275,A00003424,Debit,Remittance to Another Bank,1463,75089.2,MN,1/9/1994
1003203,A00003424,Debit,Remittance to Another Bank,2264,72825.2,AB,1/9/1994
174872,A00000588,Debit,Cash Withdrawal,3000,27177,,1/9/1994
177734,A00000601,Credit,Collection from Another Bank,3345,16728.7,WX,1/9/1994
129670,A00000435,Debit,Cash Withdrawal,1280,21678,,1/9/1994
131140,A00000441,Credit,Collection from Another Bank,44730,45630,MN,1/9/1994
133254,A00000446,Debit,Cash Withdrawal,2160,52352.6,,1/9/1994
132218,A00000443,Debit,Cash Withdrawal,1080,16953.7,,1/9/1994
133093,A00000446,Credit,Credit in Cash,24160,54512.6,,1/9/1994
138980,A00000465,Debit,Cash Withdrawal,2700,35239.7,,1/9/1994
138182,A00000462,Debit,Cash Withdrawal,11800,37822.6,,1/9/1994
137896,A00000462,Credit,Credit in Cash,20775,49622.6,,1/9/1994
976353,A00003327,Debit,Remittance to Another Bank,1923,33811.3,AB,1/9/1994
973210,A00003316,Debit,Cash Withdrawal,1200,48574.4,,1/9/1994
672916,A00002298,Debit,Cash Withdrawal,2700,40145.3,,1/9/1994
775177,A00002645,Debit,Remittance to Another Bank,631,32206.6,OP,1/9/1994
775105,A00002645,Debit,Remittance to Another Bank,389,32837.6,IJ,1/9/1994
3284330,A00010911,Debit,Cash Withdrawal,3000,40424.6,,1/9/1994
3281557,A00010904,Credit,Credit in Cash,5088,20643,,1/9/1994
3292183,A00010940,Credit,Credit in Cash,24144,73646.4,,1/9/1994
3284061,A00010911,Credit,Collection from Another Bank,21882,43424.6,AB,1/9/1994
539201,A00001834,Credit,Credit in Cash,18220,56163.9,,1/9/1994
1345009,A00004596,Debit,Cash Withdrawal,3600,18264.1,,1/9/1994
1391918,A00004743,Debit,Cash Withdrawal,6300,24423.1,,1/9/1994
2035030,A00006897,Debit,Cash Withdrawal,4800,96695.3,,1/9/1994
1977914,A00006701,Credit,Credit in Cash,2700,20884.6,,1/9/1994
2008843,A00006806,Credit,Collection from Another Bank,24289,55548.2,MN,1/9/1994
391664,A00001332,Debit,Cash Withdrawal,720,33383.5,,1/9/1994
392503,A00001334,Debit,Cash Withdrawal,1800,22012.3,,1/9/1994
393672,A00001338,Debit,Remittance to Another Bank,897,15797.1,OP,1/9/1994
532881,A00001815,Debit,Remittance to Another Bank,3859,51906.1,QR,1/9/1994
532737,A00001815,Credit,Credit in Cash,17904,55765.1,,1/9/1994
356159,A00001207,Credit,Credit in Cash,19090,56110.6,,1/9/1994
353255,A00001200,Debit,Cash Withdrawal,1900,51575.5,,1/9/1994
863011,A00002938,Debit,Cash Withdrawal,14400,20746.7,,1/9/1994
967836,A00003298,Debit,Cash Withdrawal,1100,29654.3,,1/9/1994
970044,A00003306,Debit,Remittance to Another Bank,59,48336,EF,1/9/1994
1154035,A00003948,Credit,Credit in Cash,15090,40798.4,,1/9/1994
1150487,A00003935,Debit,Cash Withdrawal,8100,20510.6,,1/9/1994
783375,A00002670,Debit,Remittance to Another Bank,3978,65058.7,AB,1/9/1994
3314974,A00011013,Debit,Cash Withdrawal,4800,31006.2,,1/9/1994
1030684,A00003521,Debit,Cash Withdrawal,8100,48562.3,,1/9/1994
1145947,A00003920,Credit,Credit in Cash,5752,71166.1,,1/9/1994
126622,A00000426,Credit,Credit in Cash,23884,44104.2,,1/9/1994
127734,A00000428,Debit,Cash Withdrawal,1440,21464.9,,1/9/1994
127652,A00000428,Debit,Remittance to Another Bank,3987,17477.9,MN,1/9/1994
125661,A00000423,Debit,Cash Withdrawal,270,17162.9,,1/9/1994
125663,A00000423,Debit,Cash Withdrawal,300,17432.9,,1/9/1994
148588,A00000496,Debit,Cash Withdrawal,840,21349.6,,1/9/1994
150940,A00000504,Debit,Remittance to Another Bank,2308,19952.1,UV,1/9/1994
150868,A00000504,Credit,Collection from Another Bank,3463,22260.1,EF,1/9/1994
156311,A00000523,Credit,Credit in Cash,11841,42090.2,,1/9/1994
152599,A00000510,Debit,Cash Withdrawal,29400,28735.6,,1/9/1994
119520,A00000401,Debit,Remittance to Another Bank,3600,36944.4,AB,1/9/1994
952054,A00003246,Debit,Remittance to Another Bank,4621,23393.9,OP,1/9/1994
744606,A00002542,Debit,Remittance to Another Bank,2637,23378.1,AB,1/9/1994
740591,A00002528,Debit,Cash Withdrawal,750,20391.3,,1/9/1994
511421,A00001750,Debit,Remittance to Another Bank,5517,36009.8,OP,1/9/1994
542300,A00001844,Debit,Remittance to Another Bank,2161,19697.4,EF,1/9/1994
544274,A00001851,Debit,Remittance to Another Bank,3649,17161.5,WX,1/9/1994
544714,A00001852,Debit,Remittance to Another Bank,2199,23968.8,ST,1/9/1994
1614720,A00005483,Credit,Collection from Another Bank,16002,35710.4,QR,1/9/1994
400980,A00001366,Debit,Remittance to Another Bank,4773,27879.7,GH,1/9/1994
748366,A00002552,Debit,Cash Withdrawal,2100,51698.7,,1/9/1994
745196,A00002543,Debit,Cash Withdrawal,1920,29019.2,,1/9/1994
748344,A00002552,Debit,Cash Withdrawal,9000,42698.7,,1/9/1994
745333,A00002543,Debit,Cash Withdrawal,500,30939.2,,1/9/1994
311465,A00001062,Debit,Cash Withdrawal,6300,39837.3,,1/9/1994
1156099,A00003955,Debit,Cash Withdrawal,2400,30048.3,,1/9/1994
1155547,A00003954,Debit,Remittance to Another Bank,2014,17160.5,MN,1/9/1994
833465,A00002838,Debit,Remittance to Another Bank,1370,61729.6,IJ,1/9/1994
833208,A00002838,Credit,Credit in Cash,24033,63099.6,,1/9/1994
949419,A00003237,Credit,Credit in Cash,17495,56931.2,,1/9/1994
1122775,A00003835,Debit,Remittance to Another Bank,6337,36156.8,IJ,1/9/1994
1123350,A00003837,Credit,Collection from Another Bank,13776,53362.3,ST,1/9/1994
1122847,A00003835,Debit,Remittance to Another Bank,1247,34909.8,AB,1/9/1994
754403,A00002574,Debit,Cash Withdrawal,1100,29727.8,,1/9/1994
790835,A00002697,Credit,Credit in Cash,6224,25826.2,,1/9/1994
1135838,A00003882,Debit,Remittance to Another Bank,1608,20949.7,KL,1/9/1994
1136133,A00003882,Debit,Cash Withdrawal,810,20139.7,,1/9/1994
1136725,A00003883,Debit,Cash Withdrawal,4400,31728.9,,1/9/1994
2477254,A00008173,Debit,Cash Withdrawal,7300,66863,,1/9/1994
293972,A00001005,Credit,Collection from Another Bank,34483,85674.5,QR,1/9/1994
332457,A00001132,Credit,Collection from Another Bank,48098,83236.5,ST,1/9/1994
258404,A00000885,Debit,Cash Withdrawal,1100,64303.9,,1/9/1994
260364,A00000892,Credit,Collection from Another Bank,6177,20598.2,IJ,1/9/1994
260436,A00000892,Debit,Remittance to Another Bank,406,20192.2,CD,1/9/1994
259760,A00000890,Credit,Credit in Cash,7041,29072.8,,1/9/1994
264621,A00000903,Credit,Credit in Cash,7500,12485.7,,1/9/1994
263849,A00000902,Debit,Remittance to Another Bank,260,37053.4,EF,1/9/1994
1104929,A00003775,Debit,Cash Withdrawal,1360,21907.1,,1/9/1994
